"ID_REF"	"GSM3175736"	"GSM3175737"	"GSM3175738"	"GSM3175739"	"GSM3175740"	"GSM3175741"
"TC0300007470.hg.1"	6.361809	6.377894	6.318078	6.1620154	6.0358443	6.3865337
"TC0300007472.hg.1"	5.3097734	5.387194	5.544844	5.547183	5.0270734	5.350718
"TC0300007474.hg.1"	6.9326167	7.1423316	6.800041	7.0250125	6.966388	6.9644017
"TC0300007479.hg.1"	4.422005	4.24929	4.417555	4.5048327	4.403464	4.3901863
"TC0300007482.hg.1"	6.506793	6.695282	6.5637693	6.7009125	6.778935	6.5661902
"TC0300007483.hg.1"	6.5996747	6.160411	6.254826	6.3801036	6.4659534	6.027236
"TC0300007484.hg.1"	5.7914376	5.787151	5.561934	5.4366403	5.8919344	5.4764085
"TC0300007485.hg.1"	4.340844	4.7438736	4.432337	3.8944016	4.3792963	4.2970195
"TC0300007489.hg.1"	8.170825	8.075037	8.402211	8.603437	8.474013	8.561386
"TC0300007495.hg.1"	9.672424	9.704117	9.6691475	9.561119	9.748365	9.664995
"TC0300007499.hg.1"	4.8935547	5.14764	5.1485844	5.0881968	5.061407	5.1387625
"TC0300007500.hg.1"	4.9914527	4.791977	4.1293764	4.751017	4.3572073	4.626404
"TC0300007512.hg.1"	8.14522	8.158395	8.0902605	8.089501	7.9872446	8.203603
"TC0300007517.hg.1"	5.119245	5.303062	5.262003	4.925975	5.3598857	5.025898
"TC0300007523.hg.1"	4.576663	4.0230494	4.195185	4.5534983	4.3204374	4.3804526
"TC0300007529.hg.1"	4.5629587	5.0959096	5.0526557	4.780804	5.0026274	5.187161
"TC0300007557.hg.1"	5.5177097	4.766747	5.3438663	5.6753016	5.539675	5.3857155
"TC0300007566.hg.1"	5.4806323	5.287455	5.110889	5.023411	4.910306	4.963707
"TC0300007572.hg.1"	8.160035	8.18558	8.247037	8.394145	8.451875	8.341358
"TC0300007579.hg.1"	7.4080505	7.2069917	7.2328095	7.5550957	7.676686	7.3195586
"TC0300007596.hg.1"	8.221033	8.103604	8.200009	8.708329	8.751283	8.6668415
"TC0300007606.hg.1"	7.7065473	7.747609	7.63759	7.7801194	7.6890764	7.6946907
"TC0300007607.hg.1"	7.628362	7.4846196	7.436101	8.243773	8.163017	7.93264
"TC0300007610.hg.1"	8.484187	8.226229	8.468914	8.619048	8.880125	8.775217
"TC0300007617.hg.1"	6.7615457	6.6641245	6.8625236	6.8349166	7.1562214	6.9413958
"TC0300007645.hg.1"	7.365308	7.1146083	7.0452127	7.1967387	7.594852	7.325699
"TC0300007647.hg.1"	4.131467	3.7379441	4.11066	4.121203	3.9817865	4.1415095
"TC0300007657.hg.1"	6.748479	6.9573216	7.1711698	7.7826977	7.762778	7.5833015
"TC0300007669.hg.1"	4.9717255	5.2240686	4.8786435	4.676728	4.429386	4.8342924
"TC0300007673.hg.1"	3.211954	3.7904723	3.1624749	3.236047	3.661238	3.1321008
"TC0300007677.hg.1"	3.5115883	2.981334	3.0235097	3.1791277	2.9104316	3.1433659
"TC0300007679.hg.1"	8.304878	8.398429	8.456051	8.035061	7.79367	8.02698
"TC0300007711.hg.1"	7.3360043	7.520136	7.074516	7.5179486	7.3938794	7.387079
"TC0300007720.hg.1"	4.539717	4.112243	4.111502	4.846147	4.660106	4.3808064
"TC0300007733.hg.1"	4.41622	4.668846	4.2809844	4.7155128	4.5693693	4.71018
"TC0300007739.hg.1"	7.7980213	7.751815	7.7995257	7.8877754	7.846142	7.882796
"TC0300007745.hg.1"	10.587545	10.498413	10.61218	10.324528	10.310948	10.160368
"TC0300007748.hg.1"	5.9566317	6.539622	6.444247	6.8704863	6.365265	6.56237
"TC0300007797.hg.1"	6.156845	6.2074056	5.8657002	6.013163	5.7952204	6.1347656
"TC0300007842.hg.1"	5.9101806	5.747832	5.6105895	5.832224	5.7521806	5.5223045
"TC0300007883.hg.1"	5.2849274	5.6125755	5.848007	5.4718885	5.411763	5.404604
"TC0300007973.hg.1"	3.2506993	2.894577	2.803467	2.7068672	3.0469682	3.0454204
"TC0300008002.hg.1"	9.060258	9.06844	9.093005	8.939642	8.9216175	8.798912
"TC0300008012.hg.1"	3.3843665	3.5698392	4.1805778	3.711037	3.3671281	3.4923627
"TC0300008017.hg.1"	7.1629305	7.2218304	7.3858223	7.306505	7.162586	7.0697627
"TC0300008018.hg.1"	7.2221255	6.984722	6.99547	7.2376313	7.127157	7.2713704
"TC0300008029.hg.1"	3.904763	3.7159605	3.881074	3.9318464	3.7399395	3.43303
"TC0300008046.hg.1"	9.071928	8.994134	9.191793	9.08256	8.849957	8.996015
"TC0300008047.hg.1"	7.165469	6.5998416	7.229154	7.3241234	7.138643	6.782591
"TC0300008050.hg.1"	3.0428977	2.5020473	2.7168536	2.5956872	2.6107445	2.4334664
"TC0300008082.hg.1"	3.7109373	3.3736775	3.78497	3.2891638	3.3132446	3.2409804
"TC0300008086.hg.1"	5.969188	6.223606	6.432172	5.813744	5.8329716	5.3130827
"TC0300008088.hg.1"	6.3369503	6.3461704	6.449045	6.590024	6.8587203	6.9931197
"TC0300008092.hg.1"	3.1072598	3.119235	3.05536	3.3007848	3.0836465	3.1851351
"TC0300008094.hg.1"	3.5807893	3.6486456	3.5823445	3.9423795	4.0984964	3.561705
"TC0300008097.hg.1"	3.2226863	3.106973	2.846522	2.9293833	3.4887025	2.6406803
"TC0300008098.hg.1"	2.5723531	2.5398405	2.6863856	2.8427463	2.569099	2.5612168
"TC0300008099.hg.1"	3.049488	2.8629148	3.2552044	2.7913835	2.7528455	3.187891
"TC0300008103.hg.1"	3.5698419	3.052591	3.008922	3.0573146	2.8176749	2.965849
"TC0300008105.hg.1"	3.5023174	2.7344396	3.3320508	2.9253013	3.4130716	3.4402182
"TC0300008106.hg.1"	2.809489	3.0622115	3.2828698	3.1114295	2.999694	3.1702135
"TC0300008107.hg.1"	3.2434604	2.816804	3.1952293	3.2618365	3.1359286	3.4315557
"TC0300008108.hg.1"	4.351432	4.5602565	4.1214275	4.1878233	3.8830667	4.2608643
"TC0300008110.hg.1"	3.0922003	3.0431743	2.91233	2.898866	2.842082	2.872584
"TC0300008111.hg.1"	2.6938179	2.7511044	2.5219445	2.8183331	3.0188982	2.8487773
"TC0300008114.hg.1"	3.9996967	4.305112	4.4211526	4.078675	4.058177	4.4609303
"TC0300008130.hg.1"	7.325259	7.656258	7.446903	7.828197	8.160239	8.128519
"TC0300008133.hg.1"	7.256274	7.1170254	7.172234	7.7743716	7.6596103	7.847421
"TC0300008140.hg.1"	2.9535983	3.0597446	3.2572165	3.3462262	3.0296705	3.673157
"TC0300008142.hg.1"	9.061011	8.940014	9.035331	9.223026	9.302965	9.202209
"TC0300008144.hg.1"	7.191317	7.1636925	7.296124	7.560064	7.503806	7.610258
"TC0300008147.hg.1"	3.9908297	4.430649	4.4735317	4.3677406	4.2187	4.2331834
"TC0300008148.hg.1"	6.052898	5.6333303	6.1728187	5.4244385	5.6032405	5.7884536
"TC0300008150.hg.1"	4.149043	4.194849	3.9688108	3.9354827	3.600516	3.7999322
"TC0300008152.hg.1"	10.114678	10.165335	10.128346	10.128953	10.252688	10.1453085
"TC0300008171.hg.1"	6.759351	6.763941	7.1252356	7.1686893	7.468142	7.198228
"TC0300008173.hg.1"	10.46434	10.570576	10.614572	10.450231	10.461375	10.198977
"TC0300008182.hg.1"	7.856916	7.7573576	7.7727075	7.0600367	7.4464393	6.8560653
"TC0300008183.hg.1"	6.6829667	6.4581976	6.5861864	6.665932	6.1706724	6.6462264
"TC0300008196.hg.1"	3.714099	4.046294	3.7010083	3.8629313	3.7155833	3.940583
"TC0300008198.hg.1"	5.0333667	5.0964622	5.10445	5.1200833	4.9056225	5.109416
"TC0300008242.hg.1"	10.508877	10.474413	10.612441	11.054047	11.133403	11.1277275
"TC0300008268.hg.1"	3.1962204	3.0876722	3.52861	3.1409934	2.6850405	3.0621731
"TC0300008271.hg.1"	8.740253	8.892973	8.646675	8.663376	8.8968	8.623638
"TC0300008284.hg.1"	2.6908069	2.6545043	2.5856116	2.782663	2.582102	2.543679
"TC0300008289.hg.1"	6.576172	6.5357876	6.898769	7.617038	7.531358	7.6134605
"TC0300008290.hg.1"	2.9509888	2.9262998	3.2397213	2.8853607	3.2729843	3.2745275
"TC0300008293.hg.1"	3.5848472	3.1562648	3.2111065	3.2071767	3.2301357	3.6592698
"TC0300008303.hg.1"	4.410561	4.567204	4.428795	4.3436217	4.222799	4.589037
"TC0300008316.hg.1"	8.860984	8.838708	8.763789	9.201062	9.276327	9.163345
"TC0300008320.hg.1"	3.2805593	3.3242652	3.7950995	3.035173	2.9485908	3.19244
"TC0300008324.hg.1"	7.5602255	7.167994	7.4106216	7.5635796	7.57806	7.4810553
"TC0300008331.hg.1"	7.2354383	7.2600164	7.3929644	7.7748446	7.6976795	7.3618493
"TC0300008332.hg.1"	6.3163676	6.1804914	6.2221174	5.936036	6.088573	5.888115
"TC0300008335.hg.1"	3.1618469	2.891552	2.7114317	3.2876163	2.9770908	3.0233457
"TC0300008336.hg.1"	6.204118	6.204773	6.4032817	5.9661527	6.3035874	5.7701526
"TC0300008346.hg.1"	7.5748143	7.252309	7.470626	6.953563	7.029696	6.897321
"TC0300008352.hg.1"	6.9074154	6.9613514	7.123489	6.381311	7.2542076	6.730335
"TC0300008355.hg.1"	5.739547	5.9445124	5.5948987	5.9677773	5.5589275	5.6769323
"TC0300008361.hg.1"	5.7313223	6.4531455	6.4569526	5.9746017	5.735748	6.127395
"TC0300008369.hg.1"	8.181466	8.044765	8.233533	8.643657	8.600498	8.5240965
"TC0300008371.hg.1"	6.8403587	6.540707	7.122842	6.6533804	6.6139827	6.197933
"TC0300008375.hg.1"	7.063353	6.983575	7.0382214	7.0037837	6.718055	6.7397704
"TC0300008381.hg.1"	7.670173	7.6571608	7.838143	7.413424	7.4403887	7.2333837
"TC0300008385.hg.1"	5.726529	6.1825643	5.768723	5.6115203	5.862328	5.71797
"TC0300008412.hg.1"	6.2805915	6.2496905	6.182825	6.1753974	6.1672945	6.2094164
"TC0300008467.hg.1"	6.9319997	6.6715217	6.895206	7.431356	6.9563856	7.3239775
"TC0300008474.hg.1"	6.909414	6.954924	7.2254553	6.4622307	6.3744693	6.5526166
"TC0300008477.hg.1"	9.653289	9.624642	9.6396055	9.644011	9.638471	9.691598
"TC0300008482.hg.1"	5.8731747	5.9453864	5.8616505	5.654424	5.982034	5.698976
"TC0300008484.hg.1"	6.5062013	6.116008	6.30757	6.012718	6.011315	6.009193
"TC0300008487.hg.1"	3.0819943	2.746713	2.9486778	3.1149616	3.26865	2.8620837
"TC0300008488.hg.1"	5.083585	5.1373935	4.7955117	4.998139	4.8572187	4.7189674
"TC0300008506.hg.1"	3.9384723	3.942047	4.394789	4.6037517	4.4335084	4.527958
"TC0300008514.hg.1"	9.184988	9.303499	9.170269	9.1190195	9.122446	8.985456
"TC0300008518.hg.1"	7.671213	7.5215373	7.895365	7.9386845	7.8973756	7.8726845
"TC0300008524.hg.1"	4.315879	4.15545	4.2667365	4.204769	4.2525907	4.352694
"TC0300008530.hg.1"	3.7656734	3.7448173	3.954325	3.8642328	3.7093415	3.6086826
"TC0300008532.hg.1"	4.134517	3.834327	3.6867864	4.1744876	3.6575322	3.9476202
"TC0300008536.hg.1"	5.2701163	5.503948	5.446707	5.0983553	5.509149	5.1141715
"TC0300008539.hg.1"	4.226934	4.104579	3.7587974	4.1315026	3.761112	4.49751
"TC0300008542.hg.1"	2.935972	2.863121	3.1031566	2.8558123	2.6305227	3.0015852
"TC0300008544.hg.1"	6.7771792	6.7406034	6.7120523	6.439992	6.730721	6.89004
"TC0300008550.hg.1"	4.4196296	4.795394	4.671052	4.784277	4.8479557	4.9446273
"TC0300008551.hg.1"	9.066101	9.016511	8.862471	8.649908	8.596713	8.465631
"TC0300008558.hg.1"	7.553274	7.42212	7.386478	7.6805015	7.629453	7.743369
"TC0300008559.hg.1"	3.918188	3.9494524	3.7857785	3.7141416	3.7917013	3.3499727
"TC0300008561.hg.1"	9.162909	8.952438	9.052227	9.032453	9.030985	9.122385
"TC0300008563.hg.1"	8.657927	8.565968	8.612135	8.701759	8.771056	8.73584
"TC0300008594.hg.1"	3.920204	4.467996	4.250699	4.5814714	4.235035	4.249343
"TC0300008602.hg.1"	3.2094152	3.0278604	3.1759577	3.0789847	3.1345387	3.3624494
"TC0300008604.hg.1"	7.6639123	7.477817	7.6831	7.925158	7.98489	8.17743
"TC0300008654.hg.1"	6.4208894	6.434547	6.635401	6.5664725	6.755191	6.8033195
"TC0300008660.hg.1"	6.447184	6.4733586	6.5822773	6.2766314	6.2904367	6.43237
"TC0300008672.hg.1"	2.9577422	2.8182244	2.64626	2.914486	2.8065007	3.2226794
"TC0300008677.hg.1"	4.911774	4.6916094	4.814844	4.2377057	5.097315	4.721992
"TC0300008686.hg.1"	4.72319	5.1662273	5.0671897	5.212133	5.1029816	4.957682
"TC0300008691.hg.1"	7.8386073	7.702621	7.855998	7.9764075	8.139942	8.054929
"TC0300008695.hg.1"	3.3511899	3.2579172	3.1760457	3.458749	2.8551023	3.4480155
"TC0300008702.hg.1"	7.992182	8.194052	8.017777	8.396252	7.993492	8.100262
"TC0300008703.hg.1"	8.25732	8.608	8.3112335	8.269814	8.283281	8.225703
"TC0300008705.hg.1"	6.2121167	6.4658985	6.196442	6.170223	6.285838	5.8623705
"TC0300008711.hg.1"	4.5674596	4.999206	5.11728	4.984157	4.7500043	5.26179
"TC0300008713.hg.1"	8.549499	8.460078	8.549116	8.447668	8.385401	8.328243
"TC0300008715.hg.1"	7.5341954	7.5026083	7.4226437	7.6093273	7.726734	7.622172
"TC0300008720.hg.1"	5.459478	4.935429	5.473756	5.0494986	5.3628254	5.491421
"TC0300008735.hg.1"	11.763425	11.968164	11.951244	11.444415	11.607796	11.429956
"TC0300008746.hg.1"	8.16165	8.144509	8.100193	8.164419	8.092791	8.114666
"TC0300008750.hg.1"	7.043558	6.939253	6.6644363	6.7656765	6.634474	6.8518305
"TC0300008755.hg.1"	5.2245903	5.405048	5.2203107	5.7042108	5.225546	5.074076
"TC0300008766.hg.1"	9.504233	9.463476	9.532154	9.435464	9.411222	9.402322
"TC0300008768.hg.1"	7.0565414	6.989116	6.879458	7.5481853	7.3365674	7.415508
"TC0300008782.hg.1"	6.486864	6.5467167	6.6503344	7.197799	7.0040693	6.8085594
"TC0300008787.hg.1"	5.5885406	6.2000046	5.571326	5.9526343	5.9339314	5.679931
"TC0300008789.hg.1"	5.720073	5.9077744	6.0639596	5.899502	5.5633965	5.647941
"TC0300008804.hg.1"	6.866725	6.8927016	6.6414304	6.714744	7.1440477	6.5918474
"TC0300008818.hg.1"	3.4386904	3.1397355	3.2725437	3.1285062	3.2494197	3.5795722
"TC0300008820.hg.1"	3.5822718	3.384495	3.5806031	3.5227537	3.4060504	3.6142776
"TC0300008824.hg.1"	9.464876	9.295598	9.423233	9.472597	9.540611	9.455106
"TC0300008826.hg.1"	5.4803195	5.0740676	5.0627785	5.5067058	5.342692	5.575303
"TC0300008830.hg.1"	7.030029	6.7551045	6.941569	7.105003	7.214633	6.890143
"TC0300008839.hg.1"	3.4487484	3.5450487	3.1309583	3.3997586	3.3503973	3.3160934
"TC0300008846.hg.1"	9.14112	8.966618	9.085739	9.001648	9.162537	9.014923
"TC0300008847.hg.1"	3.8305516	3.8681269	3.7498908	3.4462154	4.0720434	4.0415955
"TC0300008849.hg.1"	7.239024	7.5217214	7.4992504	7.492719	7.7826858	7.510007
"TC0300008853.hg.1"	4.213177	4.216719	4.031155	3.9552681	4.115151	4.3768635
"TC0300008856.hg.1"	7.005748	6.7832365	7.0128493	6.852257	6.6073213	6.96487
"TC0300008863.hg.1"	10.882969	10.770151	10.9102125	10.693118	10.780034	10.711053
"TC0300008888.hg.1"	8.335074	8.078036	8.419487	8.313416	8.425245	8.447743
"TC0300008904.hg.1"	8.257635	7.9686155	8.224569	8.614275	8.806542	8.523311
"TC0300008912.hg.1"	7.956535	7.8531637	7.865371	8.140638	8.095647	8.298578
"TC0300008919.hg.1"	8.2310295	8.0553465	7.9756417	7.825055	8.034803	8.00854
"TC0300008928.hg.1"	6.052421	6.040722	5.6383476	5.6782174	5.15096	5.8395057
"TC0300008933.hg.1"	5.9384265	5.730974	5.9344015	6.0308676	5.8165298	6.0982795
"TC0300008940.hg.1"	9.355527	9.1888685	9.361669	9.152819	9.095591	8.965576
"TC0300008945.hg.1"	5.688007	5.7042108	5.591462	6.113142	6.149333	6.208087
"TC0300008948.hg.1"	4.892009	5.31332	5.2623363	4.9076653	4.8633404	4.9523087
"TC0300008952.hg.1"	7.527945	7.304293	7.465769	7.702053	7.7287245	7.7212462
"TC0300008962.hg.1"	5.6816854	5.716241	5.6180716	5.6537833	5.7488785	5.441342
"TC0300008964.hg.1"	8.694674	8.750769	8.764698	8.99724	9.2004	9.244274
"TC0300008979.hg.1"	5.269334	5.1317058	5.1162558	5.0208473	4.994725	5.083648
"TC0300008985.hg.1"	4.3144937	5.0569553	4.4621377	4.4313536	4.5610166	4.748816
"TC0300008989.hg.1"	8.6860075	8.697698	8.8608675	8.4303	8.539814	8.3255625
"TC0300008991.hg.1"	6.308851	6.2214684	6.318237	6.00414	5.95586	6.0877113
"TC0300008994.hg.1"	5.422202	5.2607083	5.4984922	5.441756	5.302327	5.35685
"TC0300008999.hg.1"	9.512526	9.362342	9.58601	9.6694355	9.605728	9.559872
"TC0300009004.hg.1"	6.2197423	6.575826	6.9182878	6.6392674	6.947369	6.745664
"TC0300009010.hg.1"	9.489375	9.377993	9.342241	9.464809	9.4040365	9.39731
"TC0300009012.hg.1"	4.846767	4.5660877	4.531622	4.621651	4.650843	4.351552
"TC0300009016.hg.1"	8.254381	8.341231	8.403869	8.113213	8.267506	8.1039
"TC0300009033.hg.1"	7.934324	7.451283	7.860236	7.839165	7.556106	7.591004
"TC0300009035.hg.1"	6.9752455	6.909173	6.8705196	7.433724	7.579746	7.4476976
"TC0300009119.hg.1"	3.3377671	3.3544137	3.1717575	3.1248755	3.2803602	3.1040828
"TC0300009120.hg.1"	3.1228418	2.7938926	3.0278592	2.9508464	2.7930984	2.860621
"TC0300009122.hg.1"	3.4968226	3.5059648	3.8901103	3.9637907	3.659063	3.6649036
"TC0300009126.hg.1"	8.063635	7.985531	7.6754007	8.129886	8.022072	7.94019
"TC0300009131.hg.1"	10.306501	10.315206	10.4182415	10.127444	10.157361	9.843412
"TC0300009136.hg.1"	4.907314	5.113219	4.838194	5.03921	4.6964006	4.1558404
"TC0300009139.hg.1"	5.447511	5.4236765	5.428885	5.277975	5.3401437	5.1460276
"TC0300009147.hg.1"	9.249079	9.406413	9.442466	8.987358	9.047092	8.847612
"TC0300009167.hg.1"	8.004965	8.182149	8.212359	8.151761	8.333344	7.773588
"TC0300009168.hg.1"	10.888418	10.951003	10.93311	10.903094	10.960213	10.950917
"TC0300009179.hg.1"	6.3587337	6.0589833	6.4477935	6.3428855	6.484562	5.90579
"TC0300009189.hg.1"	4.1055036	4.2224536	4.1079717	4.3340225	4.594434	4.2049665
"TC0300009192.hg.1"	3.418514	3.4034297	4.1753254	3.9188745	3.1849341	3.9311123
"TC0300009194.hg.1"	3.0440214	2.888915	3.340308	2.9290357	3.0593877	2.9983168
"TC0300009202.hg.1"	10.565257	10.663677	10.738315	10.610314	10.681585	10.573032
"TC0300009224.hg.1"	5.2326446	5.134814	4.8993354	4.811688	4.3594627	4.8955293
"TC0300009229.hg.1"	8.372544	8.271356	8.373033	8.182666	8.059003	8.365298
"TC0300009238.hg.1"	3.0491576	3.1972368	3.3497949	2.7224746	3.1691542	3.723726
"TC0300009247.hg.1"	6.3554363	6.354802	6.4408617	6.6088314	6.66167	6.591928
"TC0300009248.hg.1"	3.5699034	3.121066	3.0467656	4.176893	3.4925392	3.1645591
"TC0300009258.hg.1"	6.0626564	6.2538247	6.043676	5.606078	5.5923567	5.352077
"TC0300009271.hg.1"	10.220142	10.11072	10.221898	10.401835	10.429206	10.422449
"TC0300009279.hg.1"	4.1357	4.5971923	4.337372	4.1801457	4.301261	3.9472072
"TC0300009280.hg.1"	4.6970797	4.7753797	4.488289	4.399177	4.3221684	4.412374
"TC0300009282.hg.1"	8.160793	8.063479	8.087402	8.527128	8.641988	8.413014
"TC0300009289.hg.1"	4.618803	4.4809246	4.642006	5.258857	4.961485	5.337469
"TC0300009301.hg.1"	8.758771	8.615543	8.669191	7.481342	7.4996715	7.45144
"TC0300009302.hg.1"	8.610909	8.554935	8.546854	8.069203	8.190266	8.0997
"TC0300009306.hg.1"	8.091244	8.26203	8.330878	8.11101	8.500775	8.218101
"TC0300009310.hg.1"	7.3702145	7.389796	7.3501387	7.703471	7.9390187	7.49599
"TC0300009313.hg.1"	8.103186	7.8917217	8.036476	8.336534	8.1731825	8.257134
"TC0300009324.hg.1"	7.9336963	7.715408	7.8480463	8.2203665	8.474805	8.3608055
"TC0300009328.hg.1"	6.4024777	6.6330237	6.08434	6.2955594	6.4403934	6.5042953
"TC0300009334.hg.1"	3.8127842	4.188175	4.069464	4.273091	4.538912	4.287753
"TC0300009337.hg.1"	10.741059	10.765926	10.948003	11.203125	11.465673	11.122106
"TC0300009350.hg.1"	3.4882479	3.1105828	3.9563408	3.9582338	3.70586	3.5145512
"TC0300009353.hg.1"	4.581024	4.7489877	4.918158	4.6347322	4.763528	4.5602784
"TC0300009357.hg.1"	8.806586	8.910751	8.953079	8.926708	9.035836	8.858569
"TC0300009363.hg.1"	5.97702	5.848619	6.18756	5.8628106	5.9458985	6.2402616
"TC0300009412.hg.1"	3.9280756	3.2385519	3.5351343	3.412687	3.2770054	3.4490514
"TC0300009451.hg.1"	7.616708	7.4731674	7.5294623	7.8240848	7.6169267	7.8748865
"TC0300009454.hg.1"	3.2300334	3.5660157	3.6392646	3.5605717	3.6459522	3.6612787
"TC0300009455.hg.1"	3.53209	3.203094	3.6296792	2.8684525	3.1266856	3.4534137
"TC0300009458.hg.1"	8.7515955	8.673429	8.699253	8.688638	8.817504	8.788974
"TC0300009459.hg.1"	6.991462	6.9700675	7.260964	6.1240487	6.176635	5.9454303
"TC0300009468.hg.1"	10.155344	10.053926	10.19787	9.897524	9.972907	9.915554
"TC0300009471.hg.1"	8.415592	8.472038	8.499134	8.603349	8.628432	8.34834
"TC0300009474.hg.1"	10.599439	10.479449	10.432317	9.818377	9.7637	9.714864
"TC0300009497.hg.1"	4.469808	4.4357452	4.7105465	4.05589	4.103278	4.6444354
"TC0300009500.hg.1"	10.741176	10.756819	10.740069	10.292248	10.307444	10.203424
"TC0300009524.hg.1"	8.960528	8.963672	9.066883	9.044099	9.176155	8.923215
"TC0300009531.hg.1"	3.142654	3.23078	3.07698	3.1776428	2.937212	2.8479252
"TC0300009597.hg.1"	8.528461	8.439407	8.555013	8.39497	8.353421	8.253155
"TC0300009600.hg.1"	8.731753	8.5341835	8.640451	8.5343485	8.937599	8.705174
"TC0300009602.hg.1"	7.6329584	7.3689804	7.5898633	7.6425486	7.605644	7.682731
"TC0300009609.hg.1"	7.9298654	8.039115	7.9375453	8.0558	8.1250925	7.8434114
"TC0300009610.hg.1"	9.794568	9.631273	9.851514	9.872857	10.076213	9.979375
"TC0300009613.hg.1"	7.632467	7.135807	7.413602	7.4448013	7.1238427	7.2200084
"TC0300009625.hg.1"	7.694099	7.576042	7.5399323	7.4896054	7.4852552	7.276735
"TC0300009632.hg.1"	5.534652	5.8396416	5.7642407	5.850346	5.8974905	5.3906593
"TC0300009651.hg.1"	7.5983067	7.3548546	7.4888496	7.7103357	7.728011	7.5553656
"TC0300009661.hg.1"	8.855716	8.584457	8.847749	8.75319	8.627838	8.647872
"TC0300009673.hg.1"	8.128897	8.167001	8.039965	7.837418	7.3537917	7.838857
"TC0300009677.hg.1"	8.342485	8.224247	8.312672	8.340626	8.140291	8.165254
"TC0300009685.hg.1"	7.313118	7.382341	7.4384923	7.4067106	7.3680005	7.2539964
"TC0300009686.hg.1"	4.736805	4.5978136	4.818867	4.6793146	4.6204433	4.2580395
"TC0300009688.hg.1"	4.2846913	4.7918677	4.72782	4.301948	4.0635858	4.832807
"TC0300009690.hg.1"	6.5855556	6.905417	6.7088175	7.123238	6.988389	6.9967394
"TC0300009692.hg.1"	8.924086	8.8409195	8.942513	8.869915	8.840981	8.978505
"TC0300009693.hg.1"	9.790769	9.568235	9.7252865	9.812686	9.640229	9.81024
"TC0300009694.hg.1"	6.1467648	6.201069	6.294629	6.491733	6.186738	6.23904
"TC0300009696.hg.1"	5.598937	6.290382	5.9621744	5.810623	5.926939	5.8510594
"TC0300009698.hg.1"	6.7197394	6.843723	6.681334	6.6226335	6.4681005	6.6584506
"TC0300009701.hg.1"	10.385498	10.277524	10.220866	10.217155	10.153262	10.043249
"TC0300009702.hg.1"	9.639585	9.554866	9.615349	8.948845	8.796696	8.840862
"TC0300009704.hg.1"	6.206044	6.5394816	5.9020925	6.377796	6.0893984	6.1362505
"TC0300009706.hg.1"	9.203832	8.978454	9.1289015	8.86554	8.860346	8.745897
"TC0300009708.hg.1"	6.4443874	6.8565493	6.377801	6.4250336	6.7317758	6.7454925
"TC0300009713.hg.1"	5.237892	5.464005	5.575706	5.1688433	5.6001797	5.408605
"TC0300009724.hg.1"	7.2085285	6.768062	6.917194	7.065044	7.1580915	7.1445704
"TC0300009726.hg.1"	3.6663048	3.9834116	3.6488295	3.4769707	3.7082949	4.172469
"TC0300009727.hg.1"	3.753819	4.1211286	3.7288404	3.8197439	4.0553	3.6921291
"TC0300009728.hg.1"	4.2343245	4.3446183	4.411509	4.602412	4.1354146	3.9575386
"TC0300009731.hg.1"	5.847143	6.4585476	6.1370244	6.681043	6.378733	6.3669596
"TC0300009738.hg.1"	7.930811	7.855028	7.873981	7.9199095	8.130331	7.80876
"TC0300009772.hg.1"	3.8359241	3.7581515	3.6819701	3.8840048	3.4850588	3.725241
"TC0300009773.hg.1"	3.6962636	4.292909	3.901372	3.5140269	3.864726	3.6937008
"TC0300009774.hg.1"	4.852449	5.0445023	5.0295944	5.0144086	4.9446316	5.123432
"TC0300009777.hg.1"	2.8341465	3.1153388	3.3546984	3.3684633	3.2162304	3.476899
"TC0300009782.hg.1"	8.990558	9.044293	8.996737	9.335354	9.347813	9.290062
"TC0300009787.hg.1"	3.6141253	3.903081	3.4582124	3.4655323	3.9207401	3.6441586
"TC0300009789.hg.1"	5.3053627	5.527526	5.2545805	4.8773074	4.827255	5.111238
"TC0300009795.hg.1"	5.299488	5.4290686	5.149381	5.20218	5.32443	5.4848533
"TC0300009799.hg.1"	4.596592	4.4374566	4.148114	4.480294	4.362832	4.6292467
"TC0300009815.hg.1"	8.307754	8.193982	7.949709	8.860531	8.970292	8.923507
"TC0300009843.hg.1"	6.215032	6.5300727	6.2892323	5.9088006	6.1658926	6.231853
"TC0300009853.hg.1"	5.4082775	5.2496467	5.1885533	5.518224	5.438038	5.483566
"TC0300009855.hg.1"	7.2631645	7.2451925	7.1928306	6.9718723	6.991663	6.814915
"TC0300009856.hg.1"	4.382569	4.4208574	4.518259	4.867348	4.6526804	4.7922897
"TC0300009865.hg.1"	3.2114973	3.5803194	3.5112634	4.474417	3.3690417	3.326607
"TC0300009866.hg.1"	9.97649	9.908965	9.90927	9.848757	9.913921	9.89247
"TC0300009869.hg.1"	5.352271	5.5948668	5.5341406	5.343505	5.069283	6.056876
"TC0300009890.hg.1"	3.929542	3.3803153	3.8276854	3.4141645	3.462503	3.9273818
"TC0300009892.hg.1"	4.814733	4.8602886	5.0488553	4.765093	4.8052487	4.682683
"TC0300009897.hg.1"	9.421712	9.476095	9.569619	9.518418	9.694781	9.5289
"TC0300009916.hg.1"	7.9552393	7.834262	7.7456746	8.020255	8.019462	8.155299
