"ID_REF"	"GSM2509848"	"GSM2509849"	"GSM2509850"	"GSM2509851"
"TC01002424.hg.1"	4.887393	4.581813	4.541602	4.542566
"TC01002425.hg.1"	7.846349	7.893471	7.787737	7.875301
"TC01002426.hg.1"	8.33897	8.597117	8.689007	8.851498
"TC01002427.hg.1"	6.640123	6.525678	6.401289	6.376911
"TC01002428.hg.1"	4.137474	4.371222	4.089524	4.269829
"TC01002429.hg.1"	3.19503	3.147871	3.421371	3.351827
"TC01002430.hg.1"	6.435724	6.293461	6.586294	6.471934
"TC01002431.hg.1"	4.704457	4.707247	4.846854	4.539851
"TC01002432.hg.1"	7.688737	7.687432	7.709515	7.79835
"TC01002433.hg.1"	5.893251	5.799488	5.638424	5.740648
"TC01002434.hg.1"	2.68036	2.657647	2.574323	2.680034
"TC01002435.hg.1"	3.837056	3.829897	3.59056	3.821232
"TC01002436.hg.1"	2.755207	2.477086	2.44004	2.704621
"TC01002437.hg.1"	5.40428	5.216545	5.492561	5.188866
"TC01002438.hg.1"	4.169774	4.376587	4.220004	4.16949
"TC01002439.hg.1"	3.373281	3.377653	3.195038	3.282021
"TC01002440.hg.1"	5.804596	5.75226	5.815015	5.76945
"TC01002441.hg.1"	5.386503	5.513043	5.580773	5.522667
"TC01002442.hg.1"	3.806067	4.211258	4.105417	3.860515
"TC01002443.hg.1"	4.257622	4.18784	4.130859	4.173158
"TC01002444.hg.1"	7.130133	7.153761	7.271912	7.297538
"TC01002445.hg.1"	8.912188	8.879572	9.005824	9.059291
"TC01002446.hg.1"	3.399424	3.156027	2.745209	3.077769
"TC01002447.hg.1"	3.399424	3.156027	2.745209	3.077769
"TC01002448.hg.1"	3.242186	3.335221	3.075915	3.149931
"TC01002449.hg.1"	6.267135	6.204343	6.17049	6.126568
"TC01002450.hg.1"	7.057281	6.930297	6.866909	6.930579
"TC01002451.hg.1"	3.51578	3.172395	2.914536	3.044392
"TC01002452.hg.1"	4.098476	4.163465	4.14091	4.122585
"TC01002453.hg.1"	8.014989	8.20498	8.093549	8.080399
"TC01002454.hg.1"	5.87526	6.035271	6.181619	5.928258
"TC01002455.hg.1"	6.540792	6.553281	6.593114	6.697616
"TC01002456.hg.1"	6.341765	6.391655	6.36273	6.277515
"TC01002457.hg.1"	6.14101	6.178963	6.261163	6.229912
"TC01002458.hg.1"	5.707891	5.88928	5.604959	5.620166
"TC01002459.hg.1"	5.678139	5.764256	5.924397	5.994526
"TC01002460.hg.1"	3.33717	3.498252	3.413964	3.446732
"TC01002461.hg.1"	9.14552	9.130184	9.144403	9.129822
"TC01002462.hg.1"	4.276921	4.158989	4.182458	4.144515
"TC01002463.hg.1"	5.332705	5.659442	5.346251	5.608144
"TC01002464.hg.1"	5.705737	5.812356	5.63144	5.734307
"TC01002465.hg.1"	6.072499	6.022135	6.163338	6.065001
"TC01002466.hg.1"	4.700486	4.373158	4.559106	4.568029
"TC01002467.hg.1"	7.685206	7.64834	7.524107	7.356355
"TC01002468.hg.1"	7.01651	7.007176	7.234701	7.224472
"TC01002469.hg.1"	2.932213	2.702133	2.80078	2.849651
"TC01002470.hg.1"	6.140384	6.009901	6.250343	6.144698
"TC01002471.hg.1"	6.546137	6.699117	6.591209	6.508024
"TC01002472.hg.1"	5.631282	5.566027	5.599207	5.627126
"TC01002473.hg.1"	6.15729	6.187665	6.190701	6.128843
"TC01002474.hg.1"	5.234487	5.284312	5.170383	5.136769
"TC01002475.hg.1"	8.035299	7.94649	7.888487	7.973645
"TC01002476.hg.1"	5.833465	5.784204	5.870458	5.801883
"TC01002477.hg.1"	8.472919	8.581728	8.422243	8.476319
"TC01002478.hg.1"	7.363291	7.352527	7.334729	7.374426
"TC01002479.hg.1"	8.417669	8.390659	8.30002	8.376143
"TC01002480.hg.1"	3.708928	4.230933	3.840278	4.172101
"TC01002481.hg.1"	6.157668	6.13349	6.26325	6.282002
"TC01002482.hg.1"	7.516539	7.421148	7.440804	7.494266
"TC01002483.hg.1"	7.078198	7.235965	7.306809	7.305006
"TC01002484.hg.1"	2.838391	2.815535	2.857967	2.721532
"TC01002485.hg.1"	4.897031	4.882043	4.888602	4.834093
"TC01002486.hg.1"	3.656703	3.711878	3.570958	3.53853
"TC01002487.hg.1"	2.917463	3.019248	2.835852	2.758916
"TC01002488.hg.1"	7.313008	7.366943	7.111997	7.168853
"TC01002489.hg.1"	4.826821	4.846965	4.888027	4.773712
"TC01002490.hg.1"	7.190737	7.11178	7.123538	7.010845
"TC01002491.hg.1"	5.926302	5.997725	5.97936	6.004453
"TC01002493.hg.1"	8.844121	8.77345	8.662283	8.751402
"TC01002494.hg.1"	3.365382	2.964305	2.820996	2.703628
"TC01002495.hg.1"	2.592657	2.728345	2.603733	2.55425
"TC01002496.hg.1"	5.031156	4.829859	5.112419	5.410955
"TC01002497.hg.1"	7.19996	7.13489	7.085334	7.160293
"TC01002498.hg.1"	7.980555	7.979941	7.917648	7.886839
"TC01002499.hg.1"	6.355752	6.33456	6.414536	6.367874
"TC01002500.hg.1"	8.299797	8.281309	8.233334	8.294981
"TC01002501.hg.1"	6.10627	6.148105	6.127467	6.053797
"TC01002502.hg.1"	5.184134	5.230948	5.144869	4.912674
"TC01002503.hg.1"	6.008038	6.10105	5.990549	5.98537
"TC01002504.hg.1"	7.631984	7.586123	7.467187	7.450295
"TC01002505.hg.1"	6.030692	6.085468	6.140071	6.149352
"TC01002506.hg.1"	8.045736	8.055987	7.683397	7.777283
"TC01002507.hg.1"	6.917383	7.067225	7.058366	7.067266
"TC01002508.hg.1"	3.584358	3.607688	3.827917	3.453979
"TC01002509.hg.1"	4.766832	4.766507	4.822066	4.950763
"TC01002510.hg.1"	4.025567	4.222061	4.421391	4.217667
"TC01002511.hg.1"	8.531857	8.434139	8.37349	8.490376
"TC01002512.hg.1"	5.612255	5.654822	5.60293	5.624283
"TC01002513.hg.1"	4.705125	4.730556	4.755797	4.677362
"TC01002514.hg.1"	4.529612	4.597287	4.51745	4.477941
"TC01002515.hg.1"	3.635854	3.797268	3.861169	3.566728
"TC01002516.hg.1"	6.083085	6.12141	5.867978	5.930219
"TC01002517.hg.1"	7.631425	7.657558	7.693275	7.752443
"TC01002518.hg.1"	7.188042	7.149408	7.019993	7.054801
"TC01002519.hg.1"	9.061296	9.065929	8.815367	8.822769
"TC01002520.hg.1"	5.871845	5.947997	5.735768	5.676147
"TC01002521.hg.1"	7.021169	7.083205	6.847115	6.932909
"TC01002522.hg.1"	5.736215	5.806878	5.750791	5.710125
"TC01002523.hg.1"	3.643961	3.95542	4.17335	3.942884
"TC01002524.hg.1"	4.509336	4.310263	4.406126	4.337289
"TC01002525.hg.1"	8.074697	7.800129	7.256667	7.343505
"TC01002526.hg.1"	7.71555	7.667764	7.524454	7.576047
"TC01002527.hg.1"	2.553547	3.165801	3.270222	2.83957
"TC01002528.hg.1"	6.734919	6.745975	6.614693	6.690503
"TC01002529.hg.1"	8.545413	8.482643	8.537253	8.587687
"TC01002530.hg.1"	6.841542	6.800231	6.806099	6.859779
"TC01002531.hg.1"	5.597433	5.699324	5.697933	5.61698
"TC01002532.hg.1"	3.442801	3.547302	3.434075	3.436293
"TC01002534.hg.1"	4.074666	4.180133	4.256989	4.157316
"TC01002535.hg.1"	4.119852	4.059392	4.44407	4.206481
"TC01002536.hg.1"	7.843868	7.779088	7.654445	7.677119
"TC01002537.hg.1"	4.284332	4.143234	4.354951	4.161211
"TC01002538.hg.1"	3.378213	3.717416	3.537019	3.421438
"TC01002539.hg.1"	3.558408	3.497128	3.72203	3.584109
"TC01002540.hg.1"	5.084801	5.08001	4.963986	5.022359
"TC01002541.hg.1"	8.993162	8.897139	8.685621	8.710606
"TC01002542.hg.1"	7.131042	7.104161	6.767899	6.938034
"TC01002543.hg.1"	5.981757	6.084964	5.831822	5.775026
"TC01002544.hg.1"	5.519482	5.535089	5.533204	5.460639
"TC01002545.hg.1"	6.123043	6.097377	6.378085	6.337376
"TC01002546.hg.1"	2.562445	2.579679	2.465838	2.67349
"TC01002547.hg.1"	5.093166	5.222989	5.09881	5.109542
"TC01002548.hg.1"	6.818647	6.814937	6.748343	6.79828
"TC01002549.hg.1"	7.750423	7.688264	7.373949	7.42333
"TC01002550.hg.1"	3.755433	3.452547	3.161703	3.419324
"TC01002551.hg.1"	6.078124	6.185197	6.069992	6.037542
"TC01002552.hg.1"	3.758251	3.752125	4.06457	3.758251
"TC01002553.hg.1"	9.385212	9.353405	9.001903	9.022728
"TC01002554.hg.1"	6.431606	6.537334	6.392074	6.402885
"TC01002555.hg.1"	5.281189	5.491905	4.989208	5.097419
"TC01002556.hg.1"	4.378515	4.340217	4.178914	4.143277
"TC01002557.hg.1"	3.354995	2.763071	2.837386	2.915747
"TC01002558.hg.1"	6.044526	6.082234	6.029366	5.920259
"TC01002559.hg.1"	5.314036	5.309884	5.372236	4.971634
"TC01002560.hg.1"	5.612084	5.675725	5.315506	5.404827
"TC01002561.hg.1"	6.846671	7.050809	6.840497	6.853389
"TC01002562.hg.1"	5.886795	5.793955	5.777178	5.664552
"TC01002563.hg.1"	5.533179	5.805529	5.808874	5.511153
"TC01002564.hg.1"	7.687355	7.53933	7.646696	7.689811
"TC01002565.hg.1"	5.416015	5.507821	5.282638	5.339048
"TC01002566.hg.1"	4.212539	4.357181	4.489737	3.940258
"TC01002567.hg.1"	5.567513	5.658377	5.674678	5.546977
"TC01002568.hg.1"	5.648831	5.704094	5.803386	5.716179
"TC01002569.hg.1"	5.73877	5.889719	6.053456	5.674961
"TC01002570.hg.1"	9.133893	9.089247	9.042633	9.02639
"TC01002571.hg.1"	4.392886	4.579362	4.344532	4.32193
"TC01002572.hg.1"	3.711448	3.62387	3.632961	3.558089
"TC01002573.hg.1"	6.068718	6.05439	6.119533	6.065893
"TC01002574.hg.1"	7.747073	7.71406	7.645651	7.793942
"TC01002575.hg.1"	4.71774	4.732083	4.579669	4.754182
"TC01002576.hg.1"	7.596097	7.435205	7.384912	7.333303
"TC01002577.hg.1"	4.468258	4.375207	4.530508	4.526016
"TC01002578.hg.1"	9.189631	9.238424	9.415432	9.492709
"TC01002579.hg.1"	2.524063	2.791998	2.328935	2.419401
"TC01002580.hg.1"	6.989031	6.945013	6.819656	6.890382
"TC01002581.hg.1"	5.826464	5.721308	5.858572	5.726089
"TC01002582.hg.1"	5.798563	5.840118	5.893354	5.863918
"TC01002583.hg.1"	8.89768	8.886614	8.646681	8.762879
"TC01002584.hg.1"	7.986504	7.940123	7.790102	7.934614
"TC01002585.hg.1"	5.823412	6.244452	5.779404	5.918514
"TC01002586.hg.1"	8.375292	8.337853	8.261826	8.362905
"TC01002587.hg.1"	5.505338	5.509674	5.195893	5.370323
"TC01002588.hg.1"	4.543061	4.632098	4.508109	4.630116
"TC01002589.hg.1"	4.763602	4.686286	4.634151	4.680636
"TC01002590.hg.1"	6.203574	6.17028	6.297256	6.311852
"TC01002591.hg.1"	3.900538	3.773298	3.589381	3.63712
"TC01002592.hg.1"	7.488402	7.515274	7.619332	7.696541
"TC01002593.hg.1"	4.358033	4.408751	4.412111	4.446714
"TC01002594.hg.1"	3.228562	3.30641	3.200883	3.555891
"TC01002595.hg.1"	4.139662	4.013381	3.87891	3.87552
"TC01002596.hg.1"	5.85217	5.80344	5.939962	5.922531
"TC01002597.hg.1"	2.836579	2.77387	2.818927	2.983882
"TC01002598.hg.1"	7.393997	7.594433	7.31571	7.658612
"TC01002599.hg.1"	5.686785	5.771633	5.771752	5.734076
"TC01002600.hg.1"	5.043956	5.153226	5.187271	5.069374
"TC01002601.hg.1"	4.393531	4.848843	4.576124	4.45839
"TC01002602.hg.1"	5.901578	5.984269	5.930883	5.862149
"TC01002603.hg.1"	7.348843	7.169105	7.006256	7.009181
"TC01002604.hg.1"	7.594585	7.498499	7.744916	7.869392
"TC01002605.hg.1"	4.855674	4.950275	4.976304	5.028926
"TC01002606.hg.1"	4.458574	4.747066	4.599686	4.615614
"TC01002607.hg.1"	6.663857	6.725476	6.667882	6.680038
"TC01002608.hg.1"	4.959109	5.053972	5.072369	5.158894
"TC01002609.hg.1"	3.491526	3.358	3.176903	3.082292
"TC01002610.hg.1"	5.469191	5.52083	5.544961	5.550809
"TC01002611.hg.1"	11.53761	11.50648	11.47585	11.47064
"TC01002612.hg.1"	5.387959	5.432838	5.36517	5.332864
"TC01002613.hg.1"	8.242161	8.251201	8.136663	8.132038
"TC01002614.hg.1"	4.223442	3.96891	4.140976	4.147895
"TC01002615.hg.1"	6.489976	6.415509	6.44758	6.378182
"TC01002616.hg.1"	5.271084	5.232872	5.678181	5.709757
"TC01002617.hg.1"	7.590546	7.563841	7.648994	7.704502
"TC01002618.hg.1"	7.321924	7.319835	7.44664	7.519894
"TC01002619.hg.1"	4.04085	3.852341	3.662735	3.518705
"TC01002620.hg.1"	8.397073	8.494068	8.532401	8.491763
"TC01002621.hg.1"	5.573164	5.670484	5.633904	5.530247
"TC01002624.hg.1"	3.359668	3.462244	3.355977	3.296139
"TC01002625.hg.1"	4.588172	4.455664	4.531878	4.496915
"TC01002626.hg.1"	6.035275	6.063924	5.991684	5.877789
"TC01002627.hg.1"	5.813284	5.839154	5.68139	5.771401
"TC01002629.hg.1"	5.866006	6.157011	6.156698	5.185774
"TC01002630.hg.1"	3.633393	3.472589	3.872573	3.691389
"TC01002631.hg.1"	2.974733	2.937004	2.846882	2.909016
"TC01002632.hg.1"	6.997925	6.691007	6.962624	6.894669
"TC01002633.hg.1"	4.147751	4.374213	4.334164	4.342962
"TC01002634.hg.1"	4.997538	5.055425	5.057339	4.953569
"TC01002635.hg.1"	2.870774	2.765915	2.499843	2.631803
"TC01002636.hg.1"	3.366646	3.285055	3.239043	3.273141
"TC01002637.hg.1"	4.205201	4.066824	4.263226	4.292954
"TC01002638.hg.1"	4.406375	4.314818	4.371414	4.330442
"TC01002639.hg.1"	5.473478	5.530218	5.593943	5.423076
"TC01002640.hg.1"	3.068786	3.199749	2.942485	3.120831
"TC01002641.hg.1"	3.375078	3.292	3.373378	3.175689
"TC01002642.hg.1"	3.079042	3.097943	3.120339	3.149005
"TC01002643.hg.1"	6.054035	5.93277	6.009178	5.748441
"TC01002644.hg.1"	8.797827	8.756834	8.736223	8.771261
"TC01002645.hg.1"	5.635922	5.782208	5.858019	5.976289
"TC01002646.hg.1"	3.949275	3.765567	3.896311	3.897018
"TC01002647.hg.1"	2.894063	2.818912	3.118974	3.077317
"TC01002648.hg.1"	5.135218	5.236369	5.136323	5.069246
"TC01002649.hg.1"	8.455273	8.367558	8.45459	8.445894
"TC01002650.hg.1"	2.774067	3.120694	2.821262	2.988494
"TC01002651.hg.1"	3.902925	3.636862	3.677028	3.310968
"TC01002652.hg.1"	9.401543	9.332846	8.982958	8.998959
"TC01002653.hg.1"	5.847034	5.649933	4.945132	5.051943
"TC01002654.hg.1"	9.621844	9.526482	9.603377	9.725187
"TC01002655.hg.1"	9.762767	9.706544	9.643532	9.683849
"TC01002656.hg.1"	6.357188	6.36931	6.206868	6.425277
"TC01002657.hg.1"	7.144509	7.127093	7.029343	7.061107
"TC01002658.hg.1"	7.506086	7.383103	7.485216	7.543118
"TC01002659.hg.1"	7.110871	7.091325	7.11088	7.092087
"TC01002660.hg.1"	8.708597	8.652385	8.39102	8.34294
"TC01002661.hg.1"	3.376714	3.382356	2.990653	3.571228
"TC01002662.hg.1"	6.485645	6.527543	6.497334	6.509637
"TC01002663.hg.1"	9.570122	9.730164	9.894674	10.03422
"TC01002664.hg.1"	6.388791	6.45015	6.561263	6.586771
"TC01002665.hg.1"	5.71666	5.714077	5.762243	5.769336
"TC01002666.hg.1"	5.85648	5.899621	5.952419	5.962278
"TC01002667.hg.1"	8.299272	8.321032	8.14835	8.132813
"TC01002668.hg.1"	7.444793	7.40178	7.277887	7.265192
"TC01002669.hg.1"	8.054235	7.975419	8.135663	8.23385
"TC01002670.hg.1"	5.364945	5.300987	5.120564	5.283181
"TC01002671.hg.1"	5.80112	6.035108	5.693376	5.69302
"TC01002672.hg.1"	3.850884	4.12552	3.876913	3.805577
"TC01002673.hg.1"	5.15823	5.057941	4.586932	4.845462
"TC01002674.hg.1"	5.940403	5.918712	6.023991	5.978159
"TC01002675.hg.1"	2.763338	2.689578	2.841678	2.552191
"TC01002676.hg.1"	9.600756	9.583967	9.431887	9.405586
"TC01002677.hg.1"	3.882209	4.061683	3.943913	3.847483
"TC01002678.hg.1"	6.598112	6.57901	6.480871	6.518435
"TC01002679.hg.1"	7.083592	6.972037	6.998785	6.992125
"TC01002680.hg.1"	4.092236	4.028234	4.117831	4.032212
"TC01002681.hg.1"	7.18335	7.173725	7.16789	7.228653
"TC01002682.hg.1"	6.070982	6.259824	6.284043	6.139647
"TC01002684.hg.1"	6.385772	6.705376	6.271639	6.066448
"TC01002685.hg.1"	3.657133	3.53435	3.594684	3.544552
"TC01002686.hg.1"	7.14201	7.090811	7.309711	7.334496
"TC01002687.hg.1"	5.636002	5.681474	5.468634	5.617452
"TC01002688.hg.1"	4.447347	4.554012	4.25329	4.008729
"TC01002689.hg.1"	5.558636	5.49542	5.504331	5.530082
"TC01002690.hg.1"	3.699117	3.654568	3.866918	3.873188
"TC01002691.hg.1"	6.912448	6.973884	6.893983	7.077709
"TC01002692.hg.1"	5.559722	5.671082	5.658811	5.539265
"TC01002693.hg.1"	7.326686	7.092323	7.490735	7.610862
"TC01002694.hg.1"	10.52936	10.43134	10.8393	10.941
"TC01002695.hg.1"	4.942271	4.623022	4.831183	4.880825
"TC01002696.hg.1"	6.744619	6.645713	6.41085	6.449321
"TC01002697.hg.1"	8.773195	8.694044	8.693087	8.700941
"TC01002698.hg.1"	5.533886	5.506936	5.60784	5.499844
"TC01002699.hg.1"	5.044603	5.515331	5.818844	5.719168
"TC01002700.hg.1"	3.074606	3.111603	3.127837	3.310674
"TC01002701.hg.1"	6.715718	6.724404	6.773364	6.79026
"TC01002702.hg.1"	3.087789	3.026922	2.995493	2.918304
"TC01002703.hg.1"	3.454535	3.689539	3.520406	3.612511
"TC01002704.hg.1"	3.760664	3.775309	3.593282	3.768176
"TC01002706.hg.1"	5.909731	5.828019	5.821664	5.862977
"TC01002707.hg.1"	7.833149	7.746035	7.488496	7.513377
"TC01002708.hg.1"	7.769188	7.66931	7.73808	7.740731
"TC01002709.hg.1"	3.170777	3.049328	2.96844	3.06468
"TC01002710.hg.1"	4.065126	4.464381	4.373203	4.357705
"TC01002711.hg.1"	2.780637	2.829305	2.700455	2.618145
"TC01002712.hg.1"	4.492274	4.455378	4.617394	4.550822
"TC01002713.hg.1"	3.061662	3.3598	3.16131	2.824924
"TC01002714.hg.1"	3.727455	3.642563	3.876973	3.746473
"TC01002715.hg.1"	4.803586	4.58864	4.482835	4.788781
"TC01002716.hg.1"	3.078335	3.066048	3.077428	2.786094
"TC01002717.hg.1"	4.76158	4.817014	4.52896	4.691701
"TC01002718.hg.1"	3.492155	3.522193	3.427497	3.412781
"TC01002719.hg.1"	5.62719	5.585497	5.754015	5.697539
"TC01002720.hg.1"	3.29383	3.365393	3.21056	3.327464
"TC01002721.hg.1"	3.805199	3.783891	3.955545	3.700085
"TC01002722.hg.1"	3.321314	3.447397	3.075083	3.130062
"TC01002723.hg.1"	5.659664	5.57958	5.434184	5.373379
"TC01002724.hg.1"	2.923169	2.750099	2.890186	2.720204
"TC01002725.hg.1"	4.83624	4.872757	4.862683	4.856664
"TC01002726.hg.1"	3.48502	3.54116	3.495363	3.620511
"TC01002727.hg.1"	8.25198	8.16698	8.22928	8.209784
"TC01002728.hg.1"	3.32037	3.42948	3.35136	3.412175
"TC01002729.hg.1"	3.943878	3.821286	4.012574	4.016009
"TC01002730.hg.1"	3.523756	3.450395	3.437355	3.477333
"TC01002731.hg.1"	3.839795	3.7023	3.507091	3.476104
"TC01002732.hg.1"	6.100712	6.117488	6.12855	6.004439
"TC01002733.hg.1"	5.719339	5.701951	5.375523	5.42965
"TC01002734.hg.1"	2.617067	2.497936	2.49822	2.831346
"TC01002735.hg.1"	8.703622	8.651288	7.918494	7.542314
"TC01002736.hg.1"	8.181453	8.32624	8.38399	8.546991
"TC01002737.hg.1"	4.231865	4.319147	4.069583	4.212117
"TC01002738.hg.1"	2.580878	2.693249	2.743545	2.761453
"TC01002739.hg.1"	3.571222	3.520322	3.472903	3.491337
"TC01002740.hg.1"	4.582531	4.195709	4.349623	4.256806
"TC01002741.hg.1"	9.24184	9.19125	9.318865	9.387905
"TC01002742.hg.1"	4.720858	4.808815	5.224871	4.897621
"TC01002743.hg.1"	3.076077	3.036654	3.015301	3.125873
"TC01002744.hg.1"	3.016638	3.000612	2.617424	2.672575
"TC01002745.hg.1"	2.859133	3.20065	3.00384	2.812607
"TC01002746.hg.1"	3.232628	3.072052	3.058014	3.10493
"TC01002747.hg.1"	7.693866	7.898838	7.566174	7.401685
"TC01002748.hg.1"	3.990602	3.878801	3.938506	4.106148
"TC01002749.hg.1"	3.346259	3.440416	3.330413	3.416572
"TC01002750.hg.1"	3.136455	2.817431	3.065701	2.980015
"TC01002751.hg.1"	3.057552	3.109291	2.985617	2.860256
"TC01002752.hg.1"	3.42272	3.446573	3.333786	3.369404
"TC01002753.hg.1"	3.191413	3.150179	3.193815	3.092242
"TC01002754.hg.1"	7.046636	7.047531	7.020588	7.099648
"TC01002755.hg.1"	2.923351	2.876721	2.815103	2.748538
"TC01002756.hg.1"	3.890114	3.962016	3.955915	4.115593
"TC01002757.hg.1"	9.4497	9.427993	9.280851	9.277862
"TC01002758.hg.1"	3.052983	3.088188	2.806721	2.889684
"TC01002759.hg.1"	11.28494	11.28403	11.06081	11.09017
"TC01002760.hg.1"	9.350707	9.259049	9.359038	9.367531
"TC01002761.hg.1"	6.050398	6.116596	6.029983	5.870124
"TC01002762.hg.1"	4.145615	4.326591	4.199674	4.2305
"TC01002763.hg.1"	7.282931	7.312815	7.646849	7.665534
"TC01002764.hg.1"	3.14296	3.126929	3.08937	3.513263
"TC01002765.hg.1"	3.579845	3.395927	3.423924	3.389266
"TC01002766.hg.1"	8.696043	8.649137	8.407766	8.393947
"TC01002767.hg.1"	2.434163	2.604284	2.465405	2.540873
"TC01002768.hg.1"	2.677271	2.687495	2.67343	2.677271
"TC01002769.hg.1"	8.317712	8.311662	8.057316	8.034768
"TC01002770.hg.1"	2.553097	2.427803	2.492239	2.633704
"TC01002771.hg.1"	7.608933	7.4827	7.666053	7.685118
"TC01002772.hg.1"	3.080675	3.317298	3.408906	3.208559
"TC01002773.hg.1"	4.444668	4.921693	4.954011	4.973682
"TC01002774.hg.1"	3.337314	3.282428	3.249766	3.160972
"TC01002775.hg.1"	8.785444	8.620059	8.682597	8.647873
"TC01002776.hg.1"	4.815945	5.415471	4.890397	4.767032
"TC01002777.hg.1"	7.188384	7.049858	7.156289	7.191175
"TC01002778.hg.1"	2.860814	2.615568	2.735773	2.538887
"TC01002779.hg.1"	2.790116	2.804498	2.601741	2.870772
"TC01002780.hg.1"	5.329768	5.371638	5.3725	5.352239
"TC01002781.hg.1"	3.306932	3.040779	2.943937	2.882989
"TC01002782.hg.1"	3.191337	3.09913	3.139861	2.990721
"TC01002783.hg.1"	2.907209	2.910916	2.779218	2.847431
"TC01002784.hg.1"	3.151012	2.937188	2.962145	3.022086
"TC01002785.hg.1"	3.620164	3.508995	3.428597	3.397055
"TC01002786.hg.1"	2.677431	2.938174	2.792908	2.830363
"TC01002787.hg.1"	3.20531	3.264697	3.134114	3.088828
"TC01002788.hg.1"	5.310537	5.28989	5.371219	5.647014
"TC01002789.hg.1"	3.828433	4.049274	4.006652	3.829076
"TC01002790.hg.1"	3.529609	3.445551	3.304614	3.393799
"TC01002791.hg.1"	3.760719	3.867448	4.050063	4.063939
"TC01002792.hg.1"	2.5902	2.48105	2.51734	2.62616
"TC01002793.hg.1"	3.799352	3.523579	3.728018	3.85043
"TC01002794.hg.1"	2.686964	2.895464	2.819508	2.850976
"TC01002795.hg.1"	3.233671	2.93815	3.087021	3.079582
"TC01002796.hg.1"	8.889019	8.903597	8.819695	8.87733
"TC01002797.hg.1"	4.544881	4.549049	4.387888	4.177825
"TC01002798.hg.1"	5.20119	5.492008	5.528672	5.34438
"TC01002799.hg.1"	8.256192	8.132027	8.247532	8.178464
"TC01002800.hg.1"	7.67205	7.619941	7.744717	7.74279
"TC01002801.hg.1"	9.379328	9.376467	9.259027	9.32746
"TC01002802.hg.1"	4.875	4.613611	4.695991	4.80442
"TC01002803.hg.1"	8.823779	8.776165	8.71294	8.758559
"TC01002804.hg.1"	2.786349	2.741732	2.836915	2.90724
"TC01002805.hg.1"	3.591944	3.879432	3.791887	3.354985
"TC01002806.hg.1"	3.173711	3.129087	2.979284	3.152045
"TC01002807.hg.1"	3.105582	3.019293	2.977252	2.971579
"TC01002808.hg.1"	3.626072	3.57851	3.324725	3.45107
"TC01002809.hg.1"	4.205444	4.213519	3.962625	4.127963
"TC01002810.hg.1"	3.193954	2.975133	2.765269	2.719719
"TC01002811.hg.1"	2.669513	2.671426	2.499995	2.703426
"TC01002812.hg.1"	3.980481	3.551891	3.34793	3.73312
"TC01002813.hg.1"	3.587414	3.542197	3.666383	3.457151
"TC01002814.hg.1"	3.824219	3.854792	3.724211	3.6371
"TC01002815.hg.1"	4.499261	4.557089	4.920792	4.946832
"TC01002816.hg.1"	4.413182	4.418395	4.509399	4.466854
"TC01002817.hg.1"	2.974983	2.947313	2.958742	2.931524
"TC01002818.hg.1"	8.26725	8.22482	8.402419	8.382051
"TC01002819.hg.1"	7.012202	6.869999	6.922762	6.927012
"TC01002820.hg.1"	4.196486	4.231355	4.077256	4.081097
"TC01002821.hg.1"	6.061979	6.002066	6.080649	6.145767
"TC01002822.hg.1"	2.608966	2.621236	2.315319	2.507018
"TC01002823.hg.1"	4.414327	4.411219	4.580688	4.386645
"TC01002824.hg.1"	5.209501	5.032441	5.055389	5.011722
"TC01002825.hg.1"	5.033073	4.903095	5.177695	5.239187
"TC01002826.hg.1"	6.636764	6.461142	5.892941	5.968093
"TC01002827.hg.1"	7.783786	7.667543	7.657554	7.667543
"TC01002828.hg.1"	7.798981	7.764079	7.885313	7.890861
"TC01002829.hg.1"	8.14121	8.138857	7.904799	7.899776
"TC01002830.hg.1"	4.08413	4.137803	4.234148	3.996835
"TC01002831.hg.1"	8.130055	7.98716	7.897722	7.993965
"TC01002832.hg.1"	4.328606	4.272641	4.270947	4.283253
"TC01002833.hg.1"	4.149925	3.592766	3.67891	3.320567
"TC01002834.hg.1"	5.540874	5.563396	5.905581	5.910263
"TC01002835.hg.1"	3.995603	3.547551	3.714485	3.766775
"TC01002836.hg.1"	9.865587	9.831036	9.843732	9.883573
"TC01002837.hg.1"	3.170631	3.256661	3.104816	2.856673
"TC01002838.hg.1"	3.173037	3.036514	3.115081	2.736089
"TC01002839.hg.1"	4.31874	4.271963	4.273025	4.358559
"TC01002840.hg.1"	2.904862	2.867251	2.876156	2.901897
"TC01002841.hg.1"	6.173938	6.121224	6.001654	6.161053
"TC01002842.hg.1"	3.608238	3.38373	3.366185	3.215722
"TC01002843.hg.1"	7.33725	7.291075	7.202041	7.181843
"TC01002844.hg.1"	7.4676	7.430472	7.509875	7.584931
"TC01002845.hg.1"	7.823769	7.765899	7.887938	7.888826
"TC01002846.hg.1"	3.768294	4.016794	4.270492	3.903646
"TC01002847.hg.1"	5.598769	5.650238	6.252669	6.310385
"TC01002849.hg.1"	3.592446	3.56543	3.637675	3.656293
"TC01002850.hg.1"	3.691891	3.856259	3.649854	3.776918
"TC01002851.hg.1"	4.383474	4.210946	4.410796	4.329926
"TC01002852.hg.1"	3.35111	3.669566	3.481821	3.305529
"TC01002853.hg.1"	8.608871	8.658222	8.599239	8.516903
"TC01002854.hg.1"	3.128454	2.824783	2.693062	2.859395
